,OPT,Set_Up_cost,cost_nostore,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,1548934672.2909303,6305144100.00001,225571999.99999976,44341604.55912975,51788907.72000013,311224848.195784,489723682.0316728,204230780.21565628
