,OPT,Set_Up_cost,cost_nostore,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,1023510752.3573184,6819477000.000002,39475100.00000001,25272343.620384715,67296739.14000002,24622205.2211618,275883540.0498236,90986875.67405152
