,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,1999.9999999999998,1999.9999999999975
1,0.0,0.0,0.0,1999.9999999999993,0.0,2000.000000000001
2,0.0,0.0,0.0,0.0,1999.9999999999995,0.0
3,0.0,0.0,0.0,0.0,2000.000000000001,0.0
4,0.0,0.0,0.0,0.0,1999.9999999999998,1999.999999999999
5,0.0,1999.9999999999993,2000.0000000000005,0.0,0.0,2000.0000000000002
6,0.0,1999.9999999999998,0.0,2000.000000000001,0.0,0.0
7,0.0,0.0,0.0,2000.0000000000002,1999.9999999999993,0.0
8,0.0,0.0,0.0,1999.9999999999993,0.0,2000.0
9,0.0,0.0,1999.9999999999995,1999.9999999999986,2000.000000000001,0.0
