,0,1,2,3,4
0,64811437.553936325,54555816.000000015,0.0,707659719.7781132,202059078.80000013
1,19204761.7664911,69547363.20000003,0.0,212493388.19826385,61132410.175
2,20513631.273655158,77491581.60000002,0.0,225292883.45870665,64057994.05000001
3,0.0,81833724.00000001,0.0,0.0,0.0
4,27187462.20723343,70493518.80000003,0.0,294194350.7566014,83970013.95
5,30366843.260280207,62677198.80000004,0.0,331313316.6212589,94026805.24999999
6,0.0,81833724.00000001,0.0,0.0,0.0
7,0.0,81833724.00000001,0.0,0.0,0.0
8,64821983.43700063,27069445.2,246222052.211618,707659719.7781132,204265029.89051637
9,25817316.705250744,65631295.80000004,0.0,280222021.9071783,79562224.62499996
