,OPT,Set_Up_cost,cost_nostore,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,520535995.10829073,1135986330.0000002,45114400.00000007,8485304.021592373,8373937.427999994,295938305.2,94305386.52269869,45279971.06399995
