,0,1,2,3,4,5
0,0.0,1290.8979999999974,1021.2089999999978,1999.9999999999984,2000.0000000000007,1999.999999999997
1,0.0,1290.8979999999974,1021.2089999999978,1999.9999999999984,2000.0000000000007,1999.999999999997
2,0.0,1290.8979999999974,1021.2089999999978,1999.9999999999984,2000.0000000000005,1999.999999999997
3,0.0,1290.8979999999974,1021.2089999999978,1999.9999999999984,2000.0000000000005,1999.999999999997
4,0.0,1290.8979999999974,1021.2089999999978,1999.9999999999984,2000.0000000000005,1999.999999999997
5,0.0,1290.8979999999974,1021.2089999999978,1999.9999999999984,2000.0000000000005,1999.9999999999968
6,0.0,1290.8979999999974,1021.2089999999978,1999.9999999999984,2000.0000000000005,1999.9999999999968
7,0.0,1290.8979999999974,1021.2089999999978,1999.9999999999984,2000.0000000000007,1999.9999999999968
8,0.0,1290.8979999999974,1021.2089999999978,1999.9999999999984,2000.0000000000005,1999.9999999999968
9,0.0,1290.8979999999974,1021.2089999999978,1999.9999999999984,2000.0000000000005,1999.9999999999968
