,OPT,Set_Up_cost,cost_nostore,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,414542505.7795843,0.0,45114400.00000002,39965575.941034265,31202270.580000006,0.0,437858875.64105046,139598616.38250017
