,0,1,2,3,4
0,50118391.24785512,101467108.20000002,0.0,544772609.8937194,154824917.725
1,78389204.41228549,86524923.60000001,0.0,852254778.5650278,244342701.52499974
2,37235573.242466204,102433729.20000002,0.0,402826808.9085301,114681925.04999994
3,38923994.282430716,101658610.80000001,0.0,422935391.639246,120772305.94999997
4,55064844.96430035,97951848.00000003,0.0,613116301.0220071,175200205.34999996
5,92618750.81498913,42037559.99999997,0.0,1012295010.3360001,292007232.37499976
6,63387754.89055888,61403472.60000002,0.0,687148020.2521615,197213214.82500008
7,92337734.45392793,71979102.60000001,0.0,1020074520.0699847,292072588.8999999
8,57212538.79684824,92891898.6,0.0,628547869.7092457,179656538.27500004
9,93039389.05479574,62498116.2,2944721999.9999986,1020074520.0699847,307855017.8749997
