,OPT,Set_Up_cost,cost_nostore,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,285039166.4432513,76728000.00000007,28196500.000000067,320718.5194432603,705897.6000000003,254138192.0,3981046.8588086083,9975988.535000028
