,0,1,2,3,4
0,50118391.24785512,100567486.19999988,0.0,544772609.8937216,154800417.725
1,78389204.41228549,85625301.59999996,0.0,852254778.5650282,244342701.52499974
2,37235573.242466204,101534107.19999996,0.0,402826808.90853035,114681925.04999994
3,38923994.28243072,100758988.79999992,0.0,422935391.639247,120796605.94999997
4,55064844.96430035,97052225.99999997,0.0,613116301.022008,175200205.34999996
5,92618750.81498913,41137937.999999985,0.0,1012295010.3359995,292007232.37499976
6,63387754.89055888,60503850.599999934,0.0,687148020.2521617,197370114.82500008
7,91543798.26173171,71529291.60000002,47568524.2874654,1012295010.3359995,289833236.9076289
8,57212538.79684823,91992276.59999996,0.0,628547869.7092456,180009438.27500004
9,91813566.6664859,58212466.220303744,2189051346.764731,1012295010.3359995,290108903.17441756
