Tract,CountyFips,BldgSchemesId,Tract6,TractArea,Length,NumAggrBocks,CenLat,CenLongit,ESRI_OID,FID,CountyFips_1,CountyFi_1,CountyName,State,StateFips,NumTracts
45019001500,45019,1,1500,0.4596165,8.4707632,28,32.807041,-79.952385,222,627,45019,19,Charleston,SC,45,98
45019001901,45019,1,1901,11.3727989,61.9084015,215,32.755287,-79.99102,223,627,45019,19,Charleston,SC,45,98
45019001902,45019,1,1902,8.5999079,46.2495117,118,32.754726,-79.972687,224,627,45019,19,Charleston,SC,45,98
45019002002,45019,1,2002,5.6681108,48.8120766,191,32.731674,-79.961441,225,627,45019,19,Charleston,SC,45,98
45019002004,45019,1,2004,6.5140152,34.5619965,65,32.659943,-79.933243,226,627,45019,19,Charleston,SC,45,98
45019002005,45019,1,2005,14.1567249,64.5469284,158,32.725338,-79.932098,227,627,45019,19,Charleston,SC,45,98
45019002006,45019,1,2006,4.8893204,42.5177383,200,32.737381,-79.938454,228,627,45019,19,Charleston,SC,45,98
45019002007,45019,1,2007,5.3161583,32.5907555,196,32.747566,-79.925766,229,627,45019,19,Charleston,SC,45,98
45019002008,45019,1,2008,28.4907246,64.5558929,93,32.681557,-79.976166,230,627,45019,19,Charleston,SC,45,98
45019002009,45019,1,2009,32.6137352,43.2516479,130,32.701031,-79.959236,231,627,45019,19,Charleston,SC,45,98
45019002103,45019,1,2103,112.8114471,287.8757935,113,32.670712,-80.07737,232,627,45019,19,Charleston,SC,45,98
45019002104,45019,1,2104,30.7226162,107.6950836,32,32.608879,-80.078682,233,627,45019,19,Charleston,SC,45,98
45019002105,45019,1,2105,22.9238377,64.3858643,53,32.57917,-80.164986,234,627,45019,19,Charleston,SC,45,98
45019002106,45019,1,2106,25.5872002,68.185379,50,32.76088,-80.068466,235,627,45019,19,Charleston,SC,45,98
45019002107,45019,1,2107,29.8468418,150.260025,252,32.731319,-80.063126,236,627,45019,19,Charleston,SC,45,98
45019002108,45019,1,2108,35.6732635,107.1532822,56,32.740582,-80.122627,237,627,45019,19,Charleston,SC,45,98
45019002200,45019,1,2200,114.4161987,341.7577515,81,32.657616,-80.179543,238,627,45019,19,Charleston,SC,45,98
45019002300,45019,1,2300,181.5763092,332.6611633,96,32.561554,-80.309067,239,627,45019,19,Charleston,SC,45,98
45019002401,45019,1,2401,92.9974213,185.6048889,100,32.695686,-80.31353,240,627,45019,19,Charleston,SC,45,98
45019002402,45019,1,2402,230.6304169,654.4429321,147,32.745762,-80.353706,241,627,45019,19,Charleston,SC,45,98
45019002503,45019,1,2503,66.5125885,156.3126526,122,32.713509,-80.24073,242,627,45019,19,Charleston,SC,45,98
45019002504,45019,1,2504,66.4021683,228.3437042,122,32.763424,-80.199791,243,627,45019,19,Charleston,SC,45,98
45019002604,45019,1,2604,4.8309712,27.5584793,97,32.817936,-80.001778,244,627,45019,19,Charleston,SC,45,98
45019002605,45019,1,2605,3.8288853,36.3427238,113,32.802448,-79.998566,245,627,45019,19,Charleston,SC,45,98
45019002606,45019,1,2606,8.3624058,24.6818962,31,32.819149,-79.987457,246,627,45019,19,Charleston,SC,45,98
45019002611,45019,1,2611,4.1486416,22.0421925,56,32.834126,-80.04203,247,627,45019,19,Charleston,SC,45,98
45019002612,45019,1,2612,5.0344863,40.664669,173,32.813789,-80.019836,248,627,45019,19,Charleston,SC,45,98
45019002613,45019,1,2613,4.2152548,41.8793411,152,32.820953,-80.044571,249,627,45019,19,Charleston,SC,45,98
45019002614,45019,1,2614,3.1365104,30.097477,126,32.800003,-80.047096,250,627,45019,19,Charleston,SC,45,98
45019002701,45019,1,2701,3.8724837,34.3234177,116,32.797779,-80.026764,251,627,45019,19,Charleston,SC,45,98
45019002702,45019,1,2702,2.7644973,31.0883083,112,32.792847,-80.00843,252,627,45019,19,Charleston,SC,45,98
45019002801,45019,1,2801,6.587852,36.383831,209,32.78487,-80.035339,253,627,45019,19,Charleston,SC,45,98
45019002802,45019,1,2802,5.3759813,31.480423,75,32.779705,-80.006157,254,627,45019,19,Charleston,SC,45,98
45019002900,45019,1,2900,3.017498,24.9391022,176,32.788048,-79.988861,255,627,45019,19,Charleston,SC,45,98
45019003000,45019,1,3000,5.1426682,44.2128105,83,32.777039,-79.97673,256,627,45019,19,Charleston,SC,45,98
45019003104,45019,1,3104,5.0402927,40.354126,84,32.928204,-80.040703,257,627,45019,19,Charleston,SC,45,98
45019003105,45019,1,3105,4.9835629,46.7464523,99,32.909992,-80.027824,258,627,45019,19,Charleston,SC,45,98
45019003106,45019,1,3106,12.9909315,88.4571915,147,33.001457,-80.139206,259,627,45019,19,Charleston,SC,45,98
45019003107,45019,1,3107,21.3385544,86.9144363,90,32.961742,-80.096581,260,627,45019,19,Charleston,SC,45,98
45019003108,45019,1,3108,6.5788636,39.7700424,50,32.916473,-80.073921,261,627,45019,19,Charleston,SC,45,98
45019003109,45019,1,3109,4.4147182,28.74786,69,32.895119,-80.081932,262,627,45019,19,Charleston,SC,45,98
45019003110,45019,1,3110,5.007875,35.9300499,98,32.865318,-80.054558,263,627,45019,19,Charleston,SC,45,98
45019003111,45019,1,3111,14.1871729,87.288147,91,32.869774,-80.029488,264,627,45019,19,Charleston,SC,45,98
45019003113,45019,1,3113,6.4775729,39.7732506,39,32.944748,-80.062477,265,627,45019,19,Charleston,SC,45,98
45019003115,45019,1,3115,11.7211342,55.4266167,101,32.972466,-80.061714,266,627,45019,19,Charleston,SC,45,98
45019003116,45019,1,3116,3.4050841,32.5334854,41,32.951149,-80.047119,267,627,45019,19,Charleston,SC,45,98
45019003117,45019,1,3117,2.2240455,25.4471111,39,32.955418,-80.058228,268,627,45019,19,Charleston,SC,45,98
45019003200,45019,1,3200,12.7825146,54.9567604,56,32.899189,-80.054901,269,627,45019,19,Charleston,SC,45,98
45019003300,45019,1,3300,4.8307495,53.0319023,99,32.88435,-80.006859,270,627,45019,19,Charleston,SC,45,98
45019003400,45019,1,3400,8.8157635,50.9498863,80,32.896339,-79.985413,271,627,45019,19,Charleston,SC,45,98
45019003500,45019,1,3500,2.6840861,32.6529312,81,32.887905,-79.990555,272,627,45019,19,Charleston,SC,45,98
45019003600,45019,1,3600,1.7678684,24.6681862,73,32.876904,-79.984795,273,627,45019,19,Charleston,SC,45,98
45019003700,45019,1,3700,2.4698761,26.5409851,76,32.864983,-79.985077,274,627,45019,19,Charleston,SC,45,98
45019003800,45019,1,3800,2.6840789,30.1278801,88,32.857613,-79.999359,275,627,45019,19,Charleston,SC,45,98
45019003900,45019,1,3900,10.6144533,45.5424194,74,32.848686,-80.017998,276,627,45019,19,Charleston,SC,45,98
45019004000,45019,1,4000,1.994915,22.8660965,38,32.849792,-79.98793,277,627,45019,19,Charleston,SC,45,98
45019004300,45019,1,4300,1.6799669,23.5876026,77,32.849621,-79.96521,278,627,45019,19,Charleston,SC,45,98
45019004400,45019,1,4400,5.2445941,44.8965149,80,32.833687,-79.964127,279,627,45019,19,Charleston,SC,45,98
45019004607,45019,1,4607,7.0183964,47.6777878,76,32.802151,-79.87986,280,627,45019,19,Charleston,SC,45,98
45019004609,45019,1,4609,22.7416725,99.3581696,118,32.862396,-79.767708,281,627,45019,19,Charleston,SC,45,98
45019004610,45019,1,4610,18.2610893,63.7942352,90,32.831882,-79.807823,282,627,45019,19,Charleston,SC,45,98
45019004612,45019,1,4612,6.1640048,54.321949,51,32.835793,-79.838417,283,627,45019,19,Charleston,SC,45,98
45019004613,45019,1,4613,4.4658203,17.4575024,10,32.833305,-79.868835,284,627,45019,19,Charleston,SC,45,98
45019004614,45019,1,4614,17.9744873,70.7499313,95,32.849079,-79.856102,285,627,45019,19,Charleston,SC,45,98
45019004615,45019,1,4615,12.6331968,45.5418434,72,32.890854,-79.82634,286,627,45019,19,Charleston,SC,45,98
45019004616,45019,1,4616,14.5856829,84.529068,85,32.906559,-79.805626,287,627,45019,19,Charleston,SC,45,98
45019004617,45019,1,4617,22.8860149,98.0190353,116,32.903355,-79.765343,288,627,45019,19,Charleston,SC,45,98
45019004618,45019,1,4618,14.558238,84.779686,65,32.870235,-79.795631,289,627,45019,19,Charleston,SC,45,98
45019004619,45019,1,4619,5.4877725,54.5309868,98,32.814651,-79.838638,290,627,45019,19,Charleston,SC,45,98
45019004620,45019,1,4620,17.9843578,49.8708801,53,32.80555,-79.833771,291,627,45019,19,Charleston,SC,45,98
45019004621,45019,1,4621,6.3823462,56.4808998,98,32.814098,-79.888344,292,627,45019,19,Charleston,SC,45,98
45019004622,45019,1,4622,4.5829835,44.2710915,51,32.820675,-79.861794,293,627,45019,19,Charleston,SC,45,98
45019004701,45019,1,4701,9.8671627,50.97015,121,32.786285,-79.865204,294,627,45019,19,Charleston,SC,45,98
45019004702,45019,1,4702,2.2798314,19.7815342,30,32.800098,-79.863022,295,627,45019,19,Charleston,SC,45,98
45019004800,45019,1,4800,17.419651,39.8577843,114,32.764271,-79.836823,296,627,45019,19,Charleston,SC,45,98
45019004901,45019,1,4901,3.1388769,29.2789192,67,32.788563,-79.7864,297,627,45019,19,Charleston,SC,45,98
45019004902,45019,1,4902,8.5870028,51.3276787,49,32.80439,-79.746506,298,627,45019,19,Charleston,SC,45,98
45019005001,45019,1,5001,275.7392883,423.820282,97,33.007694,-79.636917,299,627,45019,19,Charleston,SC,45,98
45019005002,45019,1,5002,467.5904236,619.7304688,205,33.051029,-79.53701,300,627,45019,19,Charleston,SC,45,98
45019005100,45019,1,5100,1.2492309,15.8170176,59,32.785179,-79.929382,301,627,45019,19,Charleston,SC,45,98
45019005300,45019,1,5300,1.3010641,23.5977516,71,32.79985,-79.945175,302,627,45019,19,Charleston,SC,45,98
45019005400,45019,1,5400,7.3415709,36.5112686,101,32.823345,-79.948547,303,627,45019,19,Charleston,SC,45,98
45019005500,45019,1,5500,6.2844019,62.7145462,102,32.858761,-79.964951,304,627,45019,19,Charleston,SC,45,98
45019005601,45019,1,5601,18.034441,78.0049286,152,32.805737,-80.077385,305,627,45019,19,Charleston,SC,45,98
45019005602,45019,1,5602,14.1773195,74.8300629,179,32.811058,-80.097542,306,627,45019,19,Charleston,SC,45,98
45019005701,45019,1,5701,7.6594734,52.7750092,113,32.844425,-80.070717,307,627,45019,19,Charleston,SC,45,98
45019005702,45019,1,5702,30.8619366,78.0106659,46,32.851353,-80.085129,308,627,45019,19,Charleston,SC,45,98
45019005800,45019,1,5800,98.5927887,206.5791168,110,32.817387,-80.153465,309,627,45019,19,Charleston,SC,45,98
45019005900,45019,1,5900,3.5756128,29.798996,94,32.802837,-79.959023,310,627,45019,19,Charleston,SC,45,98
45021970101,45021,1,970101,61.7125778,148.0299835,121,35.147549,-81.818642,311,1157,45021,21,Cherokee,SC,45,16
45021970102,45021,1,970102,98.5552597,224.1268005,131,35.076511,-81.76828,312,1157,45021,21,Cherokee,SC,45,16
45021970201,45021,1,970201,34.8233566,118.6588974,199,35.071995,-81.702667,313,1157,45021,21,Cherokee,SC,45,16
45021970203,45021,1,970203,48.9205704,112.7300644,62,35.134464,-81.636009,314,1157,45021,21,Cherokee,SC,45,16
45021970204,45021,1,970204,54.6609268,141.0636597,88,35.142212,-81.706352,315,1157,45021,21,Cherokee,SC,45,16
45021970301,45021,1,970301,10.1799002,64.9583969,119,35.08453,-81.668823,316,1157,45021,21,Cherokee,SC,45,16
45021970302,45021,1,970302,19.970808,87.9040375,132,35.090733,-81.621368,317,1157,45021,21,Cherokee,SC,45,16
45021970401,45021,1,970401,80.1010818,205.8483582,169,35.143082,-81.52948,318,1157,45021,21,Cherokee,SC,45,16
45021970403,45021,1,970403,44.0326729,132.09021,146,35.093975,-81.519104,319,1157,45021,21,Cherokee,SC,45,16
45021970404,45021,1,970404,100.0442886,196.754303,148,35.111282,-81.447922,320,1157,45021,21,Cherokee,SC,45,16
45021970501,45021,1,970501,19.3708649,49.5564919,45,35.032875,-81.62516,321,1157,45021,21,Cherokee,SC,45,16
45021970502,45021,1,970502,12.6956377,72.9077225,194,35.06789,-81.62851,322,1157,45021,21,Cherokee,SC,45,16
45021970503,45021,1,970503,41.3746872,72.4799957,55,35.056786,-81.578499,323,1157,45021,21,Cherokee,SC,45,16
45021970601,45021,1,970601,55.8054047,141.4029541,224,35.036465,-81.663612,324,1157,45021,21,Cherokee,SC,45,16
45021970602,45021,1,970602,148.2186279,169.4990692,64,34.988724,-81.578285,325,1157,45021,21,Cherokee,SC,45,16
45021970700,45021,1,970700,198.2567139,232.7956848,87,34.957943,-81.696365,326,1157,45021,21,Cherokee,SC,45,16
45023020100,45023,1,20100,3.517436,30.164011,78,34.708298,-81.197693,327,628,45023,23,Chester,SC,45,11
45023020200,45023,1,20200,5.1453395,50.4338264,119,34.701813,-81.219017,328,628,45023,23,Chester,SC,45,11
45023020300,45023,1,20300,9.571434,45.3186913,76,34.717762,-81.213211,329,628,45023,23,Chester,SC,45,11
45023020400,45023,1,20400,123.4313507,205.8366394,98,34.776207,-81.211884,330,628,45023,23,Chester,SC,45,11
45023020500,45023,1,20500,345.6181641,383.0984497,114,34.742863,-81.323608,331,628,45023,23,Chester,SC,45,11
45023020601,45023,1,20601,316.0391846,314.0095215,133,34.632217,-81.218697,332,628,45023,23,Chester,SC,45,11
45023020602,45023,1,20602,182.0007629,246.8577118,118,34.713928,-81.137413,333,628,45023,23,Chester,SC,45,11
45023020700,45023,1,20700,115.9042358,221.4266968,82,34.732258,-81.02742,334,628,45023,23,Chester,SC,45,11
45023020800,45023,1,20800,178.7446442,301.6851501,171,34.750557,-80.941757,335,628,45023,23,Chester,SC,45,11
45023020900,45023,1,20900,215.2312469,256.9333496,107,34.610542,-80.956978,336,628,45023,23,Chester,SC,45,11
45023021000,45023,1,21000,21.7542725,58.349823,85,34.5756,-80.90509,337,628,45023,23,Chester,SC,45,11
45025950101,45025,1,950101,138.9916534,282.0285034,208,34.774353,-80.438522,338,629,45025,25,Chesterfield,SC,45,14
45025950102,45025,1,950102,81.3876953,174.8730011,151,34.771915,-80.36026,339,629,45025,25,Chesterfield,SC,45,14
45025950200,45025,1,950200,260.8885498,387.1756592,205,34.654583,-80.360741,340,629,45025,25,Chesterfield,SC,45,14
45025950300,45025,1,950300,189.2455444,293.3799438,176,34.738693,-80.235374,341,629,45025,25,Chesterfield,SC,45,14
45025950401,45025,1,950401,120.4871445,241.7350311,187,34.76112,-80.079926,342,629,45025,25,Chesterfield,SC,45,14
45025950402,45025,1,950402,164.18927,326.1915894,249,34.700977,-80.114182,343,629,45025,25,Chesterfield,SC,45,14
45025950501,45025,1,950501,83.9169617,124.141098,65,34.7444,-79.97538,344,629,45025,25,Chesterfield,SC,45,14
45025950503,45025,1,950503,20.0569572,55.1699638,63,34.691105,-79.940331,345,629,45025,25,Chesterfield,SC,45,14
45025950504,45025,1,950504,29.219347,72.79953,132,34.703571,-79.911659,346,629,45025,25,Chesterfield,SC,45,14
45025950601,45025,1,950601,209.2237091,254.5658264,116,34.592567,-79.887619,347,629,45025,25,Chesterfield,SC,45,14
45025950602,45025,1,950602,80.2507019,143.9925232,151,34.671658,-79.916077,348,629,45025,25,Chesterfield,SC,45,14
45025950701,45025,1,950701,233.4381561,391.7883911,173,34.519314,-80.093895,349,629,45025,25,Chesterfield,SC,45,14
45025950702,45025,1,950702,135.8415527,235.9824677,119,34.626617,-80.039818,350,629,45025,25,Chesterfield,SC,45,14
45025950800,45025,1,950800,338.1427917,402.3918762,222,34.462223,-80.250244,351,629,45025,25,Chesterfield,SC,45,14
45027960100,45027,1,960100,134.1398621,238.3207245,131,33.878757,-79.980652,352,630,45027,27,Clarendon,SC,45,12
45027960201,45027,1,960201,183.4218292,250.2628784,71,33.813297,-80.037758,353,630,45027,27,Clarendon,SC,45,12
45027960300,45027,1,960300,228.6594696,356.3375244,113,33.768555,-80.175095,354,630,45027,27,Clarendon,SC,45,12
45027960400,45027,1,960400,133.3050995,213.7912445,118,33.727219,-80.366394,355,630,45027,27,Clarendon,SC,45,12
45027960500,45027,1,960500,98.1986237,182.2528381,142,33.698654,-80.242325,356,630,45027,27,Clarendon,SC,45,12
45027960600,45027,1,960600,226.2935944,287.2609253,103,33.654228,-80.122803,357,630,45027,27,Clarendon,SC,45,12
45027960701,45027,1,960701,69.1216507,163.9290924,119,33.662579,-80.222809,358,630,45027,27,Clarendon,SC,45,12
45027960702,45027,1,960702,101.2922211,156.045639,42,33.56385,-80.180962,359,630,45027,27,Clarendon,SC,45,12
45027960703,45027,1,960703,93.755867,164.5383911,115,33.553703,-80.221825,360,630,45027,27,Clarendon,SC,45,12
45027960801,45027,1,960801,250.3950653,317.6174622,186,33.617744,-80.381516,361,630,45027,27,Clarendon,SC,45,12
45027960802,45027,1,960802,281.7015381,334.6907959,124,33.542091,-80.338058,362,630,45027,27,Clarendon,SC,45,12
45027980000,45027,1,980000,0.2716812,1.3590469,1,33.886276,-80.081757,363,630,45027,27,Clarendon,SC,45,12
45029970100,45029,1,970100,212.7497406,228.6120911,110,33.094479,-80.81575,364,1158,45029,29,Colleton,SC,45,13
45029970200,45029,1,970200,327.6936951,376.914978,115,32.973675,-80.940323,365,1158,45029,29,Colleton,SC,45,13
45029970301,45029,1,970301,260.6148987,415.1539307,148,32.87315,-80.768112,366,1158,45029,29,Colleton,SC,45,13
45029970302,45029,1,970302,246.742691,223.8944702,92,32.758862,-80.730858,367,1158,45029,29,Colleton,SC,45,13
45029970401,45029,1,970401,385.9767456,509.5172729,210,32.998852,-80.711029,368,1158,45029,29,Colleton,SC,45,13
45029970402,45029,1,970402,40.840992,125.8027573,162,32.945953,-80.65818,369,1158,45029,29,Colleton,SC,45,13
45029970501,45029,1,970501,5.7137303,54.9371109,127,32.900623,-80.653748,370,1158,45029,29,Colleton,SC,45,13
45029970502,45029,1,970502,9.7719707,63.6646881,122,32.908409,-80.677338,371,1158,45029,29,Colleton,SC,45,13
45029970601,45029,1,970601,121.2829514,172.667099,122,32.92762,-80.612938,372,1158,45029,29,Colleton,SC,45,13
45029970602,45029,1,970602,126.1895599,169.9776917,101,32.843544,-80.628479,373,1158,45029,29,Colleton,SC,45,13
45029970701,45029,1,970701,150.7988892,171.1044922,82,32.933914,-80.467949,374,1158,45029,29,Colleton,SC,45,13
45029970702,45029,1,970702,215.3872681,235.1972198,98,32.994797,-80.494637,375,1158,45029,29,Colleton,SC,45,13
45029970800,45029,1,970800,657.151123,342.2409363,191,32.594475,-80.424675,376,1158,45029,29,Colleton,SC,45,13
45031010100,45031,1,10100,293.5422363,242.4060516,126,34.447292,-79.883713,377,631,45031,31,Darlington,SC,45,19
45031010200,45031,1,10200,140.975174,240.7196045,182,34.433853,-80.000999,378,631,45031,31,Darlington,SC,45,19
45031010300,45031,1,10300,40.8746414,123.9182816,132,34.405182,-80.075386,379,631,45031,31,Darlington,SC,45,19
45031010400,45031,1,10400,113.4350128,219.4211121,203,34.354622,-80.144653,380,631,45031,31,Darlington,SC,45,19
45031010500,45031,1,10500,4.5953584,37.2248459,61,34.368721,-80.086266,381,631,45031,31,Darlington,SC,45,19
45031010600,45031,1,10600,39.9198036,119.3831482,184,34.376843,-80.041031,382,631,45031,31,Darlington,SC,45,19
45031010700,45031,1,10700,6.277051,42.9573975,96,34.356934,-80.074417,383,631,45031,31,Darlington,SC,45,19
45031010800,45031,1,10800,115.3936081,182.921814,110,34.308949,-80.049339,384,631,45031,31,Darlington,SC,45,19
45031010901,45031,1,10901,57.8750687,116.0017471,77,34.239441,-79.884605,385,631,45031,31,Darlington,SC,45,19
45031010902,45031,1,10902,102.0535583,152.5449371,103,34.325867,-79.932419,386,631,45031,31,Darlington,SC,45,19
45031011000,45031,1,11000,21.7349033,57.3576241,79,34.325367,-79.874313,387,631,45031,31,Darlington,SC,45,19
45031011100,45031,1,11100,3.0086534,30.6156292,84,34.302391,-79.871201,388,631,45031,31,Darlington,SC,45,19
45031011201,45031,1,11201,3.9720423,33.7569122,77,34.303059,-79.886864,389,631,45031,31,Darlington,SC,45,19
45031011202,45031,1,11202,16.0726604,57.0959473,72,34.295357,-79.907089,390,631,45031,31,Darlington,SC,45,19
45031011301,45031,1,11301,43.8795242,86.1995773,83,34.26215,-79.789474,391,631,45031,31,Darlington,SC,45,19
45031011302,45031,1,11302,149.0828247,144.5426941,52,34.340359,-79.800514,392,631,45031,31,Darlington,SC,45,19
45031011400,45031,1,11400,25.4644356,91.3313522,162,34.285507,-79.85743,393,631,45031,31,Darlington,SC,45,19
45031011500,45031,1,11500,154.9525299,278.8067017,128,34.215691,-80.003532,394,631,45031,31,Darlington,SC,45,19
45031011600,45031,1,11600,132.6419067,195.2522583,127,34.163219,-80.067238,395,631,45031,31,Darlington,SC,45,19
45033970100,45033,1,970100,173.5649567,224.1217194,128,34.506042,-79.397163,396,632,45033,33,Dillon,SC,45,9
45033970200,45033,1,970200,128.2510834,230.6755371,162,34.424122,-79.318398,397,632,45033,33,Dillon,SC,45,9
45033970301,45033,1,970301,8.9964247,55.1406517,174,34.42194,-79.358116,398,632,45033,33,Dillon,SC,45,9
45033970302,45033,1,970302,97.6042709,139.5470581,144,34.439308,-79.403175,399,632,45033,33,Dillon,SC,45,9
45033970401,45033,1,970401,27.2676144,62.1306458,116,34.40176,-79.386703,400,632,45033,33,Dillon,SC,45,9
45033970402,45033,1,970402,8.968152,43.811718,130,34.401203,-79.361336,401,632,45033,33,Dillon,SC,45,9
45033970500,45033,1,970500,252.1035156,346.5312195,264,34.333282,-79.205719,402,632,45033,33,Dillon,SC,45,9
45033970601,45033,1,970601,264.3967896,301.586792,167,34.351295,-79.49157,403,632,45033,33,Dillon,SC,45,9
45033970602,45033,1,970602,92.2442093,171.2009888,184,34.325459,-79.40123,404,632,45033,33,Dillon,SC,45,9
45035010100,45035,1,10100,218.5300903,336.6629333,165,33.155636,-80.634079,405,1159,45035,35,Dorchester,SC,45,31
45035010200,45035,1,10200,159.1398315,287.7181396,258,33.190701,-80.575813,406,1159,45035,35,Dorchester,SC,45,31
45035010301,45035,1,10301,184.8912201,169.7971191,86,33.146301,-80.429565,407,1159,45035,35,Dorchester,SC,45,31
45035010302,45035,1,10302,230.7355499,339.6673584,161,33.231064,-80.464981,408,1159,45035,35,Dorchester,SC,45,31
45035010400,45035,1,10400,214.2770538,274.1112976,136,33.049744,-80.334763,409,1159,45035,35,Dorchester,SC,45,31
45035010501,45035,1,10501,36.3021469,79.3082352,67,33.045059,-80.257919,410,1159,45035,35,Dorchester,SC,45,31
45035010503,45035,1,10503,22.7513561,68.0799942,85,33.000572,-80.263397,411,1159,45035,35,Dorchester,SC,45,31
45035010505,45035,1,10505,8.4020796,53.2467575,104,32.988647,-80.202347,412,1159,45035,35,Dorchester,SC,45,31
45035010506,45035,1,10506,3.458766,18.3380451,19,33.001663,-80.246521,413,1159,45035,35,Dorchester,SC,45,31
45035010507,45035,1,10507,3.7239227,18.1738033,17,32.990242,-80.236099,414,1159,45035,35,Dorchester,SC,45,31
45035010508,45035,1,10508,8.9778004,33.2475815,39,32.971844,-80.229561,415,1159,45035,35,Dorchester,SC,45,31
45035010603,45035,1,10603,17.0413227,82.7427902,109,33.043167,-80.220596,416,1159,45035,35,Dorchester,SC,45,31
45035010604,45035,1,10604,8.3904057,49.7903786,66,33.023304,-80.213974,417,1159,45035,35,Dorchester,SC,45,31
45035010606,45035,1,10606,3.1006939,30.2112026,55,33.011227,-80.189201,418,1159,45035,35,Dorchester,SC,45,31
45035010607,45035,1,10607,3.5523622,35.5066261,94,33.009373,-80.211105,419,1159,45035,35,Dorchester,SC,45,31
45035010608,45035,1,10608,3.1659212,29.8899975,101,33.004765,-80.226906,420,1159,45035,35,Dorchester,SC,45,31
45035010700,45035,1,10700,7.0304136,70.8718948,179,33.026432,-80.173996,421,1159,45035,35,Dorchester,SC,45,31
45035010801,45035,1,10801,275.6199341,475.4017334,113,32.92321,-80.243538,422,1159,45035,35,Dorchester,SC,45,31
45035010807,45035,1,10807,5.9454784,40.9834061,63,32.962917,-80.187782,423,1159,45035,35,Dorchester,SC,45,31
45035010808,45035,1,10808,6.2812138,52.1935577,96,32.976536,-80.179474,424,1159,45035,35,Dorchester,SC,45,31
45035010809,45035,1,10809,3.3659163,27.5096226,59,32.998768,-80.170319,425,1159,45035,35,Dorchester,SC,45,31
45035010813,45035,1,10813,7.5737076,51.7876091,80,32.978241,-80.164894,426,1159,45035,35,Dorchester,SC,45,31
45035010814,45035,1,10814,4.9947066,40.3685226,68,32.981541,-80.139435,427,1159,45035,35,Dorchester,SC,45,31
45035010815,45035,1,10815,1.6694502,16.8736897,31,32.963764,-80.148392,428,1159,45035,35,Dorchester,SC,45,31
45035010817,45035,1,10817,5.5525646,37.9410248,50,32.937862,-80.115562,429,1159,45035,35,Dorchester,SC,45,31
45035010818,45035,1,10818,8.6373529,63.8483696,122,32.925953,-80.097771,430,1159,45035,35,Dorchester,SC,45,31
45035010819,45035,1,10819,7.1348438,31.7515526,35,32.924366,-80.135201,431,1159,45035,35,Dorchester,SC,45,31
45035010820,45035,1,10820,6.6772122,44.1968498,55,32.904758,-80.107399,432,1159,45035,35,Dorchester,SC,45,31
45035010821,45035,1,10821,2.5454326,14.8850574,10,32.942345,-80.130486,433,1159,45035,35,Dorchester,SC,45,31
45035010822,45035,1,10822,2.6931586,19.0812111,20,32.948792,-80.144577,434,1159,45035,35,Dorchester,SC,45,31
45035010823,45035,1,10823,6.1342287,37.3548851,46,32.957165,-80.132797,435,1159,45035,35,Dorchester,SC,45,31
45037970201,45037,1,970201,397.9238281,319.3574524,118,33.783401,-82.083664,436,1160,45037,37,Edgefield,SC,45,7
45037970203,45037,1,970203,270.7364502,279.3825684,187,33.840157,-81.912018,437,1160,45037,37,Edgefield,SC,45,7
45037970204,45037,1,970204,106.2664413,141.1527405,114,33.779751,-81.939651,438,1160,45037,37,Edgefield,SC,45,7
45037970300,45037,1,970300,165.9947662,281.1385803,256,33.807281,-81.788368,439,1160,45037,37,Edgefield,SC,45,7
45037970400,45037,1,970400,130.7004089,190.9433594,123,33.694263,-81.861794,440,1160,45037,37,Edgefield,SC,45,7
45037970501,45037,1,970501,66.9439926,136.0704193,75,33.62653,-81.937325,441,1160,45037,37,Edgefield,SC,45,7
45037970502,45037,1,970502,173.7792816,219.2518311,99,33.604546,-82.001923,442,1160,45037,37,Edgefield,SC,45,7
45039960100,45039,1,960100,393.5724182,422.9195862,140,34.397148,-81.323112,443,633,45039,39,Fairfield,SC,45,8
45039960200,45039,1,960200,566.6461792,618.414856,206,34.472126,-81.072693,444,633,45039,39,Fairfield,SC,45,8
45039960301,45039,1,960301,222.6901093,367.812561,124,34.292816,-80.977798,445,633,45039,39,Fairfield,SC,45,8
45039960302,45039,1,960302,228.1908569,293.4147339,79,34.363655,-80.853317,446,633,45039,39,Fairfield,SC,45,8
45039960401,45039,1,960401,6.8890071,55.6667824,168,34.370926,-81.09037,447,633,45039,39,Fairfield,SC,45,8
45039960402,45039,1,960402,59.2422638,85.4884949,72,34.368954,-81.07235,448,633,45039,39,Fairfield,SC,45,8
45039960501,45039,1,960501,146.4361725,186.4309845,93,34.319881,-81.109512,449,633,45039,39,Fairfield,SC,45,8
45039960502,45039,1,960502,213.4634247,234.3691864,91,34.275967,-81.187263,450,633,45039,39,Fairfield,SC,45,8
45041000101,45041,1,101,24.0372925,80.855072,69,34.221615,-79.831558,451,634,45041,41,Florence,SC,45,36
45041000102,45041,1,102,12.222681,65.76371,66,34.186733,-79.879005,452,634,45041,41,Florence,SC,45,36
45041000201,45041,1,201,14.3949299,58.8770409,164,34.201324,-79.82032,453,634,45041,41,Florence,SC,45,36
45041000202,45041,1,202,10.1103649,64.4467545,91,34.16909,-79.830421,454,634,45041,41,Florence,SC,45,36
45041000300,45041,1,300,34.0686989,103.2852097,171,34.226952,-79.751335,455,634,45041,41,Florence,SC,45,36
