,OPT,Set_Up_cost,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,1839456749.4050887,763614719.9999999,63301412.85645107,58685730.96000011,468936048.0000002,689857996.1786397,204939158.5900001
