,0,1,2,3,4
0,56746710.83427554,73406119.2,0.0,616374172.102507,177835342.72500005
1,73062183.68322562,61350825.59999999,440606400.00000024,792405896.77719,234823876.52499968
2,44448779.83986524,73346144.39999999,0.0,474428371.11731803,136972850.04999995
3,45876324.329592764,72571025.99999999,0.0,494536953.84803396,143227480.94999996
4,61687877.99964905,69835838.39999999,0.0,684717863.230795,198247580.34999996
5,72452558.64826697,34679468.99999999,977042400.0000008,792405896.77719,242002707.37499973
6,70327024.564946,30760627.799999997,0.0,758749582.4609492,219282214.82500005
7,71959867.72612923,56329019.39999999,1003118400.0,792405896.77719,242064788.89999995
8,63863787.81782439,65106122.999999985,0.0,700149431.9180334,201731413.27499998
9,72589013.1207387,49472116.800000004,2268593280.0000005,792405896.77719,253203330.92499983
